0, 2565
1, 0
2, 4292
3, 0
4, 0
5, 0
6, 10475
7, 0
8, 0
9, 8451
10, 0
11, 0
12, 0
13, 9195
14, 0
15, 0
16, 0
17, 11973
18, 0
19, 0
20, 0
21, 0
22, 0
23, 14907
24, 0
25, 0
26, 0
27, 0
28, 14389
29, 0
30, 0
31, 0
32, 9644
33, 0
34, 6286
35, 0
36, 3311
37, 3673
38, 3397
39, 2801
40, 2485
41, 2534
42, 2271
43, 3061
44, 2933
45, 1993
46, 649
47, 2233
48, 2803
49, 3161
50, 2616
51, 2796
52, 2618
53, 2945
54, 2610
55, 2442
56, 3024
57, 3150
58, 2482
59, 2730
60, 3118
61, 1749
62, 3641
63, 2020
64, 2047
65, 2148
66, 4591
67, 2376
68, 2447
69, 2506
70, 2600
71, 2704
72, 2721
73, 2823
74, 2923
75, 2918
76, 3079
77, 3044
78, 3162
79, 0
80, 3278
81, 3287
82, 3395
83, 3567
84, 3399
85, 0
86, 3462
87, 3470
88, 3498
89, 0
90, 3449
91, 3376
92, 3517
93, 3326
94, 3209
95, 3098
96, 0
97, 2969
98, 2912
99, 2897
100, 2816
101, 2953
102, 2942
103, 3558
104, 3822
105, 0
106, 4203
107, 0
108, 4613
109, 4538
110, 0
111, 4348
112, 0
113, 4618
114, 4381
115, 0
116, 4311
117, 4509
118, 0
119, 4848
120, 0
121, 5282
122, 0
123, 5684
124, 0
125, 6182
126, 0
127, 6234
128, 0
129, 0
130, 7408
131, 0
132, 0
133, 8398
134, 0
135, 0
136, 0
137, 9678
138, 0
139, 0
140, 9963
141, 0
142, 0
143, 0
144, 10209
145, 0
146, 0
147, 9468
148, 0
149, 0
150, 0
151, 8957
152, 0
153, 0
154, 8189
155, 0
156, 0
157, 8113
158, 0
159, 6944
160, 0
161, 6451
162, 0
163, 5709
164, 0
165, 5421
166, 0
167, 0
168, 5836
169, 5406
170, 0
171, 5405
172, 0
173, 5214
174, 0
175, 5485
176, 0
177, 5440
178, 0
179, 5590
180, 0
181, 5675
182, 0
183, 5635
184, 0
185, 5133
186, 0
187, 5067
188, 0
189, 4684
190, 4148
191, 3274
192, 2621
193, 2904
194, 2686
195, 334
196, 0
197, 0
198, 345
199, 0
200, 0
201, 276
202, 0
203, 236
204, 0
205, 257
206, 0
207, 212
208, 194
209, 0
210, 180
211, 190
212, 0
213, 180
214, 166
215, 149
216, 0
217, 162
218, 182
219, 148
220, 0
221, 146
222, 155
223, 121
224, 114
225, 110
226, 128
227, 120
228, 121
229, 113
230, 107
231, 127
232, 143
233, 146
234, 133
235, 114
236, 113
237, 102
238, 96
239, 174
240, 86
241, 191
242, 93
243, 124
244, 93
245, 95
246, 122
247, 126
248, 127
249, 173
250, 99
251, 159
252, 95
253, 142
254, 119
255, 8
